"";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85+"
"Butte County, South Dakota";273;352;454;373;204;202;234;320;383;365;328;192;207;179;151;142;59;57
"Campbell County, South Dakota";50;64;77;70;15;32;43;86;68;70;39;53;52;57;37;43;24;14
"Charles Mix County, South Dakota";393;415;441;396;232;219;233;301;326;275;250;238;183;195;191;127;100;78
"Clark County, South Dakota";111;142;174;180;71;80;94;159;138;172;118;104;102;93;110;81;70;45
"Clay County, South Dakota";377;359;327;764;1445;570;361;344;355;355;345;228;164;154;146;115;86;74
"Codington County, South Dakota";925;953;998;1135;946;846;816;967;1031;1004;722;528;481;392;385;366;212;142
"Corson County, South Dakota";207;227;229;195;140;118;111;157;132;127;100;93;72;65;62;39;26;11
"Custer County, South Dakota";169;201;274;436;146;135;167;204;278;336;314;247;234;205;146;116;49;59
"Davison County, South Dakota";654;630;685;837;792;563;544;668;689;669;515;363;330;310;303;241;167;127
"Day County, South Dakota";175;207;246;252;112;116;147;206;248;259;194;165;137;148;146;168;80;72
"Deuel County, South Dakota";127;145;200;157;88;114;113;167;197;158;136;118;109;124;107;81;56;47
"Dewey County, South Dakota";255;332;343;326;165;182;167;237;207;158;128;109;98;76;64;38;22;16
"Douglas County, South Dakota";100;110;172;155;48;63;88;105;144;127;109;88;71;59;100;74;41;32
"Edmunds County, South Dakota";124;175;188;157;78;82;92;174;160;137;123;123;118;109;106;86;66;54
"Fall River County, South Dakota";214;231;303;313;131;119;147;218;281;316;318;224;239;242;207;209;116;72
"Faulk County, South Dakota";77;86;117;120;39;52;62;101;99;95;69;69;72;62;77;74;26;22
"Grant County, South Dakota";233;279;309;326;152;191;184;307;330;321;256;195;179;143;159;137;98;79
"Gregory County, South Dakota";120;158;183;192;69;97;95;163;188;177;153;125;112;132;104;126;71;63
"Haakon County, South Dakota";56;68;74;117;49;46;48;78;102;93;82;43;59;25;44;40;31;24
"Hamlin County, South Dakota";184;226;251;245;134;126;163;203;197;177;157;144;105;108;97;103;75;59
"Hand County, South Dakota";100;115;148;150;63;59;84;142;144;143;109;96;99;95;107;85;62;33
"Hanson County, South Dakota";117;134;140;121;82;69;120;100;127;104;81;94;63;68;66;43;27;16
"Harding County, South Dakota";23;54;68;99;24;28;32;57;57;67;44;34;26;21;24;19;9;6
"Hughes County, South Dakota";553;633;727;619;323;418;505;621;666;667;564;432;311;269;246;175;98;96
"Hutchinson County, South Dakota";242;263;325;314;149;190;201;258;296;269;233;175;163;210;212;196;130;105
"Hyde County, South Dakota";68;51;73;57;29;44;36;56;73;62;41;42;53;50;38;27;28;16
"Jackson County, South Dakota";127;136;175;163;70;61;85;88;97;97;81;57;69;42;49;27;16;16
"Jerauld County, South Dakota";49;57;84;92;63;43;60;69;75;109;68;57;62;52;64;63;42;29
"Jones County, South Dakota";22;36;57;64;24;26;34;31;60;59;38;30;27;28;29;21;9;13
"Kingsbury County, South Dakota";142;186;229;219;122;110;140;188;249;219;191;129;135;130;169;134;99;61
"Lake County, South Dakota";300;340;404;663;578;268;275;365;412;449;321;245;232;204;197;159;128;92
"Lawrence County, South Dakota";531;708;829;1051;950;605;556;717;817;917;734;546;426;379;371;274;180;134
"Lincoln County, South Dakota";1021;999;1043;929;646;788;911;1071;1047;896;772;507;349;291;263;250;152;118
"Lyman County, South Dakota";175;176;198;152;108;115;109;148;160;138;101;81;93;70;62;39;42;24
"McCook County, South Dakota";200;259;253;225;104;130;178;210;234;197;173;139;113;114;133;101;73;72
"McPherson County, South Dakota";89;89;91;81;41;59;55;82;100;100;76;83;86;91;98;78;53;53
"Marshall County, South Dakota";142;186;182;193;67;85;120;159;162;185;146;124;118;103;105;84;65;62
"Meade County, South Dakota";966;925;1034;963;1028;825;797;1000;942;910;764;529;407;366;303;240;147;112
"Mellette County, South Dakota";103;114;101;80;48;45;67;80;70;71;66;35;36;37;42;28;11;14
"Miner County, South Dakota";72;104;124;110;57;60;60;102;108;121;91;73;57;61;73;65;60;41
"Minnehaha County, South Dakota";5583;5521;5528;5657;5727;5699;5954;6507;6106;5213;4173;2897;2185;1965;1799;1382;902;635
"Moody County, South Dakota";216;243;327;298;159;176;192;242;276;235;235;155;127;120;86;106;54;48
"Pennington County, South Dakota";3265;3247;3550;3557;3406;2998;2750;3416;3738;3307;2724;1938;1563;1452;1180;902;534;365
"Perkins County, South Dakota";99;87;116;139;58;74;78;102;138;133;105;99;71;85;80;85;49;52
"Potter County, South Dakota";65;80;96;107;24;39;49;98;117;100;95;86;74;69;74;76;33;42
"Roberts County, South Dakota";335;417;461;442;229;239;277;336;373;352;302;244;235;194;211;136;99;97
"Sanborn County, South Dakota";91;84;111;131;70;59;64;93;101;127;85;66;56;69;74;51;36;16
"Shannon County, South Dakota";676;832;880;748;391;416;398;417;366;282;234;159;156;106;68;50;33;8
"Spink County, South Dakota";203;271;333;308;201;191;229;296;321;274;252;172;172;158;174;152;91;59
"Stanley County, South Dakota";80;117;121;116;69;58;93;108;114;115;113;79;65;48;47;29;14;11
"Sully County, South Dakota";46;48;61;60;35;38;37;71;63;71;45;45;45;41;39;24;20;10
"Todd County, South Dakota";554;595;575;493;280;282;258;277;285;226;191;129;104;89;64;49;14;12
"Tripp County, South Dakota";200;236;301;262;130;155;139;254;247;241;174;155;143;133;133;122;92;56
"Turner County, South Dakota";262;307;384;334;206;223;225;310;340;357;289;196;175;192;183;165;130;84
"Union County, South Dakota";435;515;466;469;296;362;464;498;494;537;431;321;236;213;192;183;92;64
"Walworth County, South Dakota";194;206;201;226;124;120;148;189;213;210;179;159;165;138;162;128;87;49
"Yankton County, South Dakota";708;785;825;799;670;697;759;917;1030;879;687;526;379;340;344;248;198;137
"Ziebach County, South Dakota";142;140;132;137;82;66;64;87;83;69;50;48;39;33;30;20;13;5
"Anderson County, Tennessee";2026;2462;2474;2351;1812;1954;2206;2529;2736;2636;2475;2042;1616;1319;1276;1110;614;371
"Bedford County, Tennessee";1370;1384;1361;1349;1454;1364;1439;1383;1497;1230;1178;931;727;647;547;400;239;145
"Benton County, Tennessee";434;539;546;510;388;464;508;572;598;568;609;534;521;400;335;254;122;104
"Bledsoe County, Tennessee";384;431;425;509;412;499;548;611;621;492;516;392;321;218;178;112;62;40
"Blount County, Tennessee";3073;3497;3647;3557;3049;3311;3691;4166;4089;3919;3732;3020;2417;1991;1523;1288;780;477
"Bradley County, Tennessee";3013;3085;3005;3211;3437;3054;3159;3455;3242;2921;2855;2358;1863;1511;1143;838;461;277
"Campbell County, Tennessee";1172;1259;1372;1309;1191;1339;1448;1385;1357;1367;1386;1158;1052;852;696;471;244;141
"Cannon County, Tennessee";435;498;463;452;367;386;441;540;471;439;405;379;302;265;179;120;98;51
"Carroll County, Tennessee";864;966;991;1057;839;864;988;1086;1005;946;949;845;698;626;555;387;290;192
"Carter County, Tennessee";1608;1709;1867;1859;1785;1961;2083;2164;2069;2006;1985;1642;1422;1100;946;689;410;269
"Cheatham County, Tennessee";1372;1473;1487;1269;927;1133;1388;1787;1617;1411;1231;881;678;489;389;226;135;88
"Chester County, Tennessee";560;521;556;664;739;500;455;544;528;471;486;367;297;267;239;182;88;86
"Claiborne County, Tennessee";828;986;1090;981;925;989;1054;1096;1084;1072;1057;855;718;589;472;330;166;121
"Clay County, Tennessee";190;253;232;252;217;234;276;331;270;303;267;267;255;183;139;106;51;51
"Cocke County, Tennessee";1004;1084;1098;1075;998;1118;1147;1250;1270;1228;1202;1100;849;690;545;329;186;148
"Coffee County, Tennessee";1632;1753;1716;1697;1375;1523;1595;1829;1870;1608;1467;1265;1132;1001;815;620;314;187
"Crockett County, Tennessee";477;527;508;534;396;472;468;584;524;497;411;380;335;262;201;208;138;94
"Cumberland County, Tennessee";1272;1508;1494;1379;1068;1308;1367;1548;1534;1346;1440;1430;1495;1595;1336;909;450;248
"Davidson County, Tennessee";19466;18200;17089;19374;23358;26542;24511;24019;22218;19891;16467;11655;9184;7388;6608;4941;2961;1993
"Decatur County, Tennessee";331;375;355;369;351;348;384;406;388;433;383;358;351;290;240;155;85;98
"DeKalb County, Tennessee";533;588;596;621;557;598;625;737;665;617;558;488;409;321;295;206;105;93
"Dickson County, Tennessee";1538;1686;1726;1514;1187;1416;1594;1779;1756;1467;1361;1104;932;766;538;414;242;138
"Dyer County, Tennessee";1226;1407;1337;1365;1144;1181;1235;1412;1405;1278;1213;965;785;600;519;375;248;172
"Fayette County, Tennessee";1019;1021;1083;1177;783;802;780;1092;1183;1069;1043;823;658;572;430;281;177;152
"Fentress County, Tennessee";559;559;599;602;444;503;564;621;613;591;573;548;412;337;268;157;107;94
"Franklin County, Tennessee";1189;1209;1352;1523;1436;1159;1115;1419;1472;1418;1267;1051;946;836;746;503;293;176
"Gibson County, Tennessee";1520;1635;1682;1599;1355;1390;1472;1766;1721;1601;1471;1241;1009;944;875;710;431;322
"Giles County, Tennessee";953;1043;1061;1050;833;867;931;1165;1134;1037;981;847;713;584;409;328;231;136
"Grainger County, Tennessee";681;677;708;658;593;736;818;809;836;703;765;626;538;409;351;171;110;90
"Greene County, Tennessee";1886;2079;2042;2117;1808;2100;2178;2319;2314;2199;2254;1908;1644;1341;1089;697;405;277
"Grundy County, Tennessee";500;518;509;506;462;494;485;525;511;451;448;424;367;274;218;179;100;73
"Hamblen County, Tennessee";2011;1956;1882;2054;1938;2245;2118;2214;2153;1906;1976;1674;1381;1168;838;583;334;205
"Hamilton County, Tennessee";9439;10367;10610;10396;10403;10378;10277;11367;11612;11236;10766;7805;6076;5334;4495;3393;2018;1310
"Hancock County, Tennessee";182;200;239;253;221;188;231;229;263;274;232;198;158;141;132;77;55;34
"Hardeman County, Tennessee";819;947;1055;988;1273;1325;1260;1468;1259;1093;989;684;528;440;435;310;165;111
"Hardin County, Tennessee";802;867;922;849;727;735;818;869;932;934;869;858;687;556;483;331;198;137
"Hawkins County, Tennessee";1679;1787;1824;1656;1394;1859;2060;2065;2028;1878;1939;1689;1333;1008;789;547;318;201
"Haywood County, Tennessee";734;800;747;772;621;554;603;678;650;733;569;395;332;322;315;164;155;111
"Henderson County, Tennessee";843;878;884;863;786;853;834;1010;971;843;843;682;550;476;420;270;174;110
"Henry County, Tennessee";960;928;1006;998;870;850;912;1090;1189;1052;1033;929;850;779;636;489;303;152
"Hickman County, Tennessee";776;799;900;789;761;886;944;1087;999;841;754;606;533;397;298;247;127;57
"Houston County, Tennessee";268;311;266;260;221;264;256;255;300;280;266;234;233;185;158;112;77;53
"Humphreys County, Tennessee";567;610;660;616;498;537;536;651;701;635;624;589;477;393;312;225;114;74
"Jackson County, Tennessee";317;366;352;362;311;344;376;401;420;418;415;358;297;250;188;144;60;51
"Jefferson County, Tennessee";1399;1525;1409;1714;1632;1482;1605;1730;1622;1423;1443;1336;1124;931;665;439;228;165
"Johnson County, Tennessee";459;518;558;476;544;733;782;839;797;725;627;618;495;389;294;230;151;109
"Knox County, Tennessee";12108;12446;12197;13505;15641;13771;13734;14838;15023;13889;12333;9141;7092;5977;5265;3965;2243;1409
"Lake County, Tennessee";215;208;186;283;663;515;476;451;449;321;260;188;161;132;96;89;60;32
"Lauderdale County, Tennessee";963;994;897;974;1206;1179;1256;1237;1175;956;791;682;481;422;322;240;167;134
"Lawrence County, Tennessee";1356;1533;1609;1418;1168;1222;1463;1511;1375;1291;1228;1055;897;757;601;441;276;179
"Lewis County, Tennessee";396;406;443;473;324;329;346;426;443;382;406;322;266;214;179;106;66;67
"Lincoln County, Tennessee";978;1037;1178;1016;882;890;991;1227;1223;1094;1032;842;786;681;551;394;226;149
"Loudon County, Tennessee";1134;1286;1284;1117;919;1144;1334;1402;1478;1382;1420;1275;1191;1047;746;503;234;158
"McMinn County, Tennessee";1567;1791;1692;1629;1408;1560;1654;1756;1901;1658;1669;1390;1139;978;779;567;319;210
"McNairy County, Tennessee";747;872;848;797;727;747;775;877;887;817;902;732;633;531;455;318;152;141
"Macon County, Tennessee";734;746;766;743;618;743;801;779;705;720;664;574;414;372;295;195;120;72
"Madison County, Tennessee";3324;3526;3467;3562;3358;3044;2992;3357;3407;3238;2751;2035;1579;1301;1208;931;538;417
"Marion County, Tennessee";866;950;1032;972;842;887;905;1009;1089;1029;1045;880;645;534;402;279;128;100
"Marshall County, Tennessee";856;981;981;1028;831;889;929;1042;1117;1022;869;702;491;426;345;290;160;110
"Maury County, Tennessee";2444;2512;2746;2715;2057;2177;2249;2615;3068;2707;2296;1661;1245;1070;908;625;396;291
"Meigs County, Tennessee";409;377;384;406;333;406;377;445;390;374;420;388;273;207;164;107;62;22
"Monroe County, Tennessee";1298;1423;1455;1370;1175;1327;1399;1437;1392;1270;1361;1175;964;718;559;424;272;182
"Montgomery County, Tennessee";5901;5751;5340;4991;6747;6608;6027;5842;5081;3888;3200;2251;1842;1665;1224;704;417;296
"Moore County, Tennessee";168;172;210;200;186;162;188;198;222;204;209;201;149;138;99;74;37;26
"Morgan County, Tennessee";578;654;683;743;750;881;874;983;893;805;720;549;468;337;269;179;100;72
"Obion County, Tennessee";1045;1090;1067;1084;995;1090;1012;1065;1231;1206;1182;876;797;630;496;391;236;177
"Overton County, Tennessee";609;679;655;730;576;643;703;707;725;717;704;561;574;419;362;256;132;114
"Perry County, Tennessee";238;269;300;281;203;241;225;238;274;284;265;232;197;186;172;94;62;36
"Pickett County, Tennessee";153;126;166;163;142;134;140;167;173;168;187;150;179;155;92;63;39;35
"Polk County, Tennessee";515;496;558;481;497;549;573;631;547;584;573;554;439;345;278;171;99;65
"Putnam County, Tennessee";1912;1969;1959;2683;3636;2408;2113;2182;2129;1946;1835;1526;1249;1099;938;656;398;275
"Rhea County, Tennessee";865;967;967;1037;971;910;925;989;1088;948;1013;843;638;585;426;301;164;148
"Roane County, Tennessee";1583;1558;1746;1718;1338;1474;1650;1796;1893;2038;1955;1609;1381;1116;930;795;356;214
"Robertson County, Tennessee";1897;2112;2267;2056;1671;1774;2035;2390;2299;1979;1740;1291;1068;872;686;470;263;181
"Rutherford County, Tennessee";7027;7045;6692;7159;8783;7662;7512;8195;7231;6140;5079;3708;2646;1994;1566;1107;635;404
"Scott County, Tennessee";767;787;790;839;796;726;785;777;753;712;713;560;459;332;248;206;101;72
"Sequatchie County, Tennessee";401;415;402;357;355;414;396;461;434;410;384;324;287;208;171;101;64;51
"Sevier County, Tennessee";2205;2420;2445;2386;2062;2410;2484;2886;2717;2590;2503;2109;1743;1412;1106;721;410;230
"Shelby County, Tennessee";34808;37532;36131;33791;30209;33403;32347;34205;33646;31042;26407;18190;13051;10617;9220;7291;4042;2713
"Smith County, Tennessee";614;648;693;670;475;573;565;785;723;599;605;440;372;304;255;182;121;96
"Stewart County, Tennessee";374;430;465;435;304;359;418;520;454;456;450;366;298;302;203;173;83;68
"Sullivan County, Tennessee";4389;4822;4970;4714;3901;4802;5188;5674;5882;5598;5464;4787;3875;3132;2683;2096;1197;686
"Sumner County, Tennessee";4567;4862;5077;5034;3581;4180;4614;5440;5310;4923;4455;3507;2661;1980;1544;1119;600;422
"Tipton County, Tennessee";1837;2202;2316;2127;1539;1506;1736;2200;2173;1821;1483;1227;1000;746;561;394;212;170
"Trousdale County, Tennessee";217;286;264;260;214;206;232;278;285;250;268;211;173;140;112;80;62;35
"Unicoi County, Tennessee";500;494;559;553;467;522;581;636;693;721;609;517;485;405;344;273;161;93
"Union County, Tennessee";607;636;696;656;556;546;719;745;759;605;621;461;420;321;236;139;77;50
"Van Buren County, Tennessee";181;188;193;183;196;169;155;207;197;194;227;154;152;116;95;69;41;27
"Warren County, Tennessee";1302;1322;1294;1288;1317;1423;1455;1475;1436;1293;1263;965;814;713;607;438;235;161
"Washington County, Tennessee";3251;3309;3248;3556;4069;3958;3934;4100;4075;3863;3588;2932;2301;1936;1573;1279;679;526
"Wayne County, Tennessee";429;540;550;566;716;827;863;853;779;614;600;487;449;305;268;189;119;90
"Weakley County, Tennessee";1057;1093;1055;1481;1858;1162;1138;1146;1136;1187;1067;847;713;610;508;421;249;196
"White County, Tennessee";725;736;857;818;629;695;782;858;862;804;795;658;607;500;424;299;155;122
"Williamson County, Tennessee";4722;5507;5676;4782;2576;3300;4079;5323;6263;5704;4959;3167;2087;1527;1134;847;441;264
"Wilson County, Tennessee";3074;3334;3531;3192;2385;2724;3261;3866;3823;3496;3153;2526;1903;1311;950;661;369;271
"Anderson County, Texas";1538;1638;1626;1726;2677;3671;3989;4095;3501;2523;1747;1204;997;897;653;495;321;264
"Andrews County, Texas";498;527;652;656;307;349;353;491;533;433;351;291;238;222;202;164;70;43
"Angelina County, Texas";3095;3088;3198;3120;2664;2766;2820;2986;2966;2746;2319;1828;1545;1385;1077;803;532;391
"Aransas County, Texas";639;783;840;813;416;489;571;697;809;768;776;738;704;745;589;457;235;118
"Archer County, Texas";270;366;408;374;223;205;221;374;391;332;292;224;196;197;145;109;63;41
"Armstrong County, Texas";73;63;92;83;42;51;57;68;97;73;57;60;53;49;36;37;16;29
"Atascosa County, Texas";1637;1672;1791;1707;1099;1147;1305;1383;1352;1268;1178;899;681;637;476;362;240;150
"Austin County, Texas";807;881;964;975;646;611;702;752;946;922;783;664;486;416;397;306;183;141
"Bailey County, Texas";267;275;274;296;161;186;192;225;227;204;183;167;144;132;118;92;47;39
"Bandera County, Texas";502;549;730;639;341;345;460;641;712;726;610;575;503;533;413;274;143;84
"Bastrop County, Texas";2267;2328;2328;2240;1514;2059;2163;2606;2685;2378;2014;1387;1033;922;667;564;285;198
"Baylor County, Texas";103;124;155;149;76;68;79;124;138;144;133;125;118;112;105;92;49;39
"Bee County, Texas";1006;1014;1121;1495;2282;2677;2136;1784;1442;1176;690;591;504;450;385;278;166;133
"Bell County, Texas";10806;9807;9406;9284;12978;11653;9586;9348;8355;6611;5668;4093;3152;2839;2323;1780;1049;729
"Bexar County, Texas";56226;57119;55795;56303;51569;52769;51510;55172;50834;44191;38182;27819;21143;19056;15299;12430;7442;4682
"Blanco County, Texas";269;275;320;308;167;185;239;301;329;346;321;267;202;183;159;132;97;60
"Borden County, Texas";12;20;34;30;17;10;23;31;40;23;21;20;29;24;16;11;5;4
"Bosque County, Texas";526;562;673;622;356;374;473;540;622;570;579;539;463;430;377;317;225;172
"Bowie County, Texas";2886;3195;3253;3221;3359;3557;3424;3762;3593;3218;2865;2231;1644;1429;1298;1026;635;447
"Brazoria County, Texas";9590;9891;9855;9846;7390;8298;9658;11417;11895;10186;7663;5646;4145;3352;2685;1793;945;582
"Brazos County, Texas";4848;4607;4475;9730;18706;6647;4962;4425;4216;3577;2867;2238;1586;1387;1009;818;542;343
"Brewster County, Texas";248;272;273;420;480;307;204;240;314;307;299;234;234;167;181;115;75;41
"Briscoe County, Texas";55;59;84;73;33;41;40;62;52;71;59;49;49;45;38;32;18;12
"Brooks County, Texas";333;363;360;365;239;196;192;245;254;256;221;179;192;156;135;75;62;45
"Brown County, Texas";1211;1285;1485;1812;1323;1032;1083;1306;1286;1222;1187;977;851;741;704;510;320;252
"Burleson County, Texas";585;580;681;643;435;429;492;554;633;555;530;387;386;388;316;208;126;83
"Burnet County, Texas";1140;1065;1212;1290;803;793;894;1246;1312;1159;1090;918;883;886;764;548;299;227
"Caldwell County, Texas";1262;1246;1380;1337;935;1148;1150;1280;1232;1091;972;615;571;516;442;328;212;174
"Calhoun County, Texas";854;857;839;733;616;631;652;788;809;695;626;544;465;397;432;242;115;74
"Callahan County, Texas";353;418;578;534;287;257;339;473;475;506;385;352;349;310;255;181;131;84
"Cameron County, Texas";16265;16375;15706;15107;11448;11306;10471;10188;9857;8890;7843;5708;5064;4880;4589;3566;1898;1348
"Camp County, Texas";427;446;469;436;341;346;337;411;364;382;326;300;288;253;233;150;88;66
"Carson County, Texas";202;242;303;256;123;160;152;246;277;259;190;170;168;142;101;106;54;37
"Cass County, Texas";952;1082;1123;1203;732;730;809;1034;1015;1031;1047;929;732;697;562;419;301;206
"Castro County, Texas";370;372;411;412;235;220;252;282;277;307;223;203;146;167;125;80;43;28
"Chambers County, Texas";883;1077;1097;1176;693;728;869;1083;1179;1161;887;710;469;387;290;193;106;67
"Cherokee County, Texas";1709;1736;1813;1862;1561;1504;1683;1822;1857;1607;1336;1172;972;887;723;567;352;286
"Childress County, Texas";227;244;245;402;512;332;377;472;371;278;184;212;145;169;145;94;57;51
"Clay County, Texas";318;362;419;409;243;241;290;428;451;396;375;335;292;269;229;147;66;63
"Cochran County, Texas";130;131;172;184;82;80;106;151;129;117;87;76;104;65;78;39;33;24
"Coke County, Texas";87;129;113;322;58;46;98;112;114;123;89;102;129;130;115;73;52;40
"Coleman County, Texas";276;302;333;324;198;207;218;280;319;287;284;280;247;234;216;205;127;93
"Collin County, Texas";21641;21325;19086;16201;12935;19843;23481;26471;23257;17912;15440;10713;6561;4185;2820;2007;1044;711
"Collingsworth County, Texas";101;124;128;142;62;60;86;101;98;103;103;82;74;85;70;48;48;30
"Colorado County, Texas";622;759;798;864;553;483;521;664;766;712;584;528;472;475;437;291;234;185
"Comal County, Texas";2531;2711;3145;2796;1833;2046;2333;2883;3246;3025;2699;2164;1773;1688;1287;1034;628;399
"Comanche County, Texas";445;487;549;478;353;348;411;463;441;421;417;408;409;376;299;254;167;135
"Concho County, Texas";62;88;80;120;271;358;357;291;209;185;119;101;86;73;51;53;33;19
"Cooke County, Texas";1243;1407;1473;1731;1028;1032;1029;1338;1338;1245;1129;918;816;710;586;442;293;182
"Coryell County, Texas";2980;2895;2674;3460;6773;4173;3438;3180;2328;1707;1282;1002;798;603;501;324;173;158
"Cottle County, Texas";56;56;72;68;42;26;45;60;61;62;51;48;46;49;46;45;26;28
"Crane County, Texas";155;168;185;214;88;79;135;138;160;136;128;93;85;54;57;34;20;16
"Crockett County, Texas";138;153;188;177;90;109;116;137;179;161;134;126;94;85;63;34;23;24
"Crosby County, Texas";274;308;316;295;202;181;197;183;240;195;195;190;136;143;122;82;67;45
"Culberson County, Texas";110;142;150;162;67;94;86;99;91;89;90;82;73;66;54;27;18;7
"Dallam County, Texas";268;299;270;252;184;225;244;249;215;227;175;145;113;92;78;53;26;27
"Dallas County, Texas";92893;89352;84305;84612;90400;106100;101125;98506;87743;71021;58246;42256;30680;23812;19080;14471;8178;5420
"Dawson County, Texas";474;527;598;595;624;607;802;864;686;494;585;296;243;289;227;184;127;83
"Deaf Smith County, Texas";823;919;877;829;610;568;568;611;594;545;482;372;347;287;246;186;121;83
"Delta County, Texas";145;201;213;247;128;139;143;197;171;172;155;164;134;110;87;76;55;51
"Denton County, Texas";18188;17518;16464;15923;17106;19237;19906;21708;19307;15105;12459;8422;5185;3352;2321;1607;935;625
"Dewitt County, Texas";564;648;750;747;456;535;695;982;921;842;634;502;459;458;415;304;225;139
"Dickens County, Texas";60;60;76;76;201;162;148;140;113;94;68;75;66;63;49;55;35;24
"Dimmit County, Texas";408;479;525;467;281;298;289;334;317;318;302;212;176;162;148;136;71;52
"Donley County, Texas";93;129;121;183;122;89;80;102;111;131;102;103;128;113;95;63;46;48
"Duval County, Texas";443;533;543;589;465;476;368;515;498;442;371;312;263;243;200;153;76;93
"Eastland County, Texas";536;575;640;867;541;382;435;574;622;591;545;497;503;456;422;331;230;123
"Ector County, Texas";4954;5136;5291;5512;4142;3767;3709;4307;4597;4150;3338;2438;2130;1779;1587;1158;544;375
"Edwards County, Texas";62;94;109;97;45;43;39;80;79;80;70;61;66;59;59;28;11;13
"Ellis County, Texas";4391;4586;5231;4903;3529;3472;3746;4504;4659;4066;3474;2592;1875;1356;1169;786;497;360
"El Paso County, Texas";30053;31684;30449;29963;25056;24548;23065;24532;23156;19419;16577;11849;9998;9064;7772;5572;3022;1992
"Erath County, Texas";1078;1138;1211;1502;2043;1122;1066;1084;1133;969;884;708;577;512;469;350;255;215
"Falls County, Texas";555;736;857;965;373;395;456;543;579;579;479;384;383;354;359;264;168;148
"Fannin County, Texas";892;1080;1042;1177;1297;1136;1249;1458;1343;1144;1022;858;741;675;546;473;285;209
"Fayette County, Texas";605;715;752;769;521;488;520;756;820;803;714;577;553;488;488;417;320;243
"Fisher County, Texas";128;143;165;157;88;70;101;144;166;145;122;120;125;125;116;79;53;45
"Floyd County, Texas";327;340;352;315;179;213;230;251;241;270;190;177;167;137;149;100;76;47
"Foard County, Texas";46;51;60;63;33;41;37;44;52;62;40;44;31;46;27;31;17;27
"Fort Bend County, Texas";14020;16259;17508;15581;9282;9790;12225;15256;17720;15542;12233;7636;4692;3333;2439;1600;793;528
"Franklin County, Texas";264;301;339;378;235;245;286;330;314;326;284;260;286;263;207;131;87;54
"Freestone County, Texas";530;596;671;666;761;853;617;780;674;559;580;490;385;388;312;252;141;125
"Frio County, Texas";650;684;651;623;926;981;816;706;593;489;458;337;256;239;194;162;80;66
"Gaines County, Texas";592;686;828;734;434;404;432;511;561;424;357;280;246;224;190;110;57;52
"Galveston County, Texas";8871;9587;9822;9445;7235;7688;8233;10274;10713;9847;8191;6308;4613;3758;3404;2411;1337;743
"Garza County, Texas";157;200;232;215;139;199;220;224;184;175;127;112;102;93;65;55;44;34
"Gillespie County, Texas";494;585;667;686;388;409;478;597;671;695;677;601;615;646;612;489;314;217
"Glasscock County, Texas";59;60;75;65;30;35;51;58;70;47;50;37;31;27;16;8;9;5
"Goliad County, Texas";222;238;281;306;137;143;190;251;271;267;227;183;176;176;147;114;58;58
"Gonzales County, Texas";685;711;776;808;579;538;555;624;677;593;547;417;384;413;366;268;167;131
"Gray County, Texas";687;744;769;963;746;778;819;927;948;790;672;581;498;470;448;349;218;187
"Grayson County, Texas";3661;3981;4078;4279;3488;3309;3351;4224;4312;3765;3379;2846;2217;2101;1724;1402;843;619
"Gregg County, Texas";4001;4215;4316;4560;4002;3630;3564;3912;4371;3824;3144;2505;2040;1862;1582;1194;711;475
"Grimes County, Texas";723;807;848;839;644;715;968;1155;1251;1043;911;644;627;564;418;270;162;133
"Guadalupe County, Texas";3325;3502;3816;3707;2598;2557;2972;3588;3577;3144;2780;2121;1715;1568;1122;861;555;325
"Hale County, Texas";1533;1561;1577;1835;1474;1232;1239;1471;1284;1070;882;781;614;619;559;366;232;189
"Hall County, Texas";149;147;149;137;90;75;89;130;111;105;94;100;107;92;79;75;43;37
"Hamilton County, Texas";240;276;333;300;155;184;218;272;263;230;235;247;223;251;185;138;119;108
"Hansford County, Texas";172;212;218;233;129;148;156;201;219;180;158;151;120;97;100;70;42;30
"Hardeman County, Texas";160;140;182;190;112;118;115;118;160;171;146;136;112;102;103;67;64;34
"Hardin County, Texas";1766;1860;2009;2054;1306;1389;1510;1791;1966;1770;1517;1265;957;850;676;505;268;171
"Harris County, Texas";144013;143733;136264;131984;128733;147950;143006;142756;139607;119149;96630;68708;47451;36187;29169;20881;10684;6977
"Harrison County, Texas";2057;2364;2514;2760;1943;1682;1785;2246;2457;2097;2067;1572;1254;1100;879;669;374;295
"Hartley County, Texas";158;150;187;131;96;182;391;432;415;370;236;202;155;89;66;36;30;32
"Haskell County, Texas";153;165;246;227;105;103;130;194;222;212;174;161;142;158;197;118;85;76
"Hays County, Texas";3141;3217;3604;4906;7459;3861;3046;3567;3733;3400;2802;1805;1354;1089;848;655;371;262
"Hemphill County, Texas";106;114;147;216;66;89;84;123;129;140;105;103;62;71;51;45;24;11
"Henderson County, Texas";2470;2527;2679;2670;1883;1881;2115;2399;2568;2378;2233;2148;2052;2017;1609;1221;694;385
"Hidalgo County, Texas";29426;29530;27063;26179;21707;21181;19349;18304;16386;14262;11981;8726;7577;7326;6922;5591;3014;1999
"Hill County, Texas";1148;1125;1181;1383;884;867;934;1079;1140;1063;990;918;813;721;645;502;285;209
